,Links
496,https://citycenter.jo/pc-and-laptops/lenovo-ideacentre-3-all-in-one-11gen-intel-core-i5-w-27-none-touch-white
497,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/gaming-high-performace-pc?page=4
498,https://citycenter.jo/gaming/gaming-memory-ram/laptop-memory/kingston-valueram-16gb-4800mhz-ddr5-non-ecc-cl40-sodimm-laptop-memory
499,https://citycenter.jo/computer-hardware/components-power-supply/fsp-hyber-s-hp600s-600w-80-atx-power-supply-black
500,https://citycenter.jo/gaming/gaming-peripherals/mouse-pad/msi-gaming-shield-mousepad-special-textile-surface
501,https://citycenter.jo/computer-hardware-storage/kingston-datatraveler-microduo3-g2-128gb-microusb-usb-type-a-for-android-otg
502,https://citycenter.jo/gaming/gaming-monitor/lcd-led-monitors/dell-c2723h-27-conferencing-monitor-ips-full-hd-adustable-stand-built-in-webcam-speakers-mic-w-hdmi-dp-usb-hub
503,https://citycenter.jo/pc-and-laptops/hp-laptop-15-fd0240ne-2023-new-13th-gen-intel-core-i7-10-cores-slim-design-w-backlit-keyboard-customized-bundle-hp-backpack-hp-z3700-mouse-silver
504,https://citycenter.jo/computer-hardware/deepcool-cc560-v2-mid-tower-gaming-case-tempered-glass-pre-installed-3x-120mm-led-fans-support-up-to-163mm-cooler-gpu-up-to-370m-white
505,https://citycenter.jo/computer-hardware-audio?page=6
506,https://citycenter.jo/computer-hardware-audio/hifuture-event-80w-portable-bluetooth-speaker-dual-drivers-dynamic-rgb-lights-karaoke-enabled-with-mic-input-tws-pairing-power-bank-function-ipx4-waterproof-4000mah-battery-black
507,https://citycenter.jo/computer-hardware-peripherals/peripherals-power-protection-and-ups/power-protection-and-ups-ups
508,https://citycenter.jo/gaming/gaming-peripherals/keyboard/wireless/logitech-mk850-performance-wireless-keyboard-and-mouse-combo-bluetooth-smart-2-4ghz-wireless-connection-1000-dpi-sensor-8-buttons-english-arabic-black
509,https://citycenter.jo/gaming/graphic-card-gaming/xfx-mercury-amd-radeon-rx-9060-xt-oc-triple-fan-gaming-edition-16gb-gddr6-128-bit-memory-3320-mhz-boost-clock-2048-stream-processors-20-gbps-memory-clock-pci-e-5-0-white
510,https://citycenter.jo/computer-hardware-storage/sandisk-ultra-64gb-dual-usb-type-c-usb-flash-drive-speed-upto-150mbps-for-easily-free-up-space-on-your-iphone-15-plus-pro-max-or-usb-type-c-smartphone
511,https://citycenter.jo/gaming/gaming-cases/lian-li-o11-vision-3-sided-tempered-glass-panels-dual-chamber-up-to-2-360mm-radiators-up-to-455mm-large-gpus-white
512,https://citycenter.jo/peripherals-printer-and-scanner/printer-and-scanner-scanner/hp-scanjet-pro-n4600-fnw1-fast-2-sided-scan-auto-document-feeder-wireless-up-to-40-ppm
513,https://citycenter.jo/gaming/gaming-monitor/hp-524sh-24-ultraslim-ips-full-hd-100hz-true-color-low-blue-light-filter-w-99-srgb-300-nits-high-adjustable-high-stand-silver-black
514,https://citycenter.jo/computer-hardware-peripherals/peripherals-mouse/hp-200-wireless-mouse-black-usb-optical
515,https://citycenter.jo/computer-hardware/components-power-supply?page=3
516,https://citycenter.jo/gaming/gaming-peripherals/power-protection-upss/apc-easy-ups-on-line-srv-19-rail-kit-900mm-depth
517,https://citycenter.jo/gaming/gaming-gaming-chairs/arozzi-vernazza-soft-fabric-gaming-chair-multi-dimensional-armrests-rocking-lock-tilt-function-adjustable-height-backrest-3d-armrests-purple
518,https://citycenter.jo/electronics/epson-powerlite-2250u-5000-lumen-wuxga-3lcd-projector-images-up-to-300-3x-higher-brightness-wider-color-gamut
519,https://citycenter.jo/computer-hardware-monitor-and-display/portable-monitors/v2com-z1-14-ips-full-hd-extender-dual-screen-portable-monitor-for-laptops-11-17-3-with-hdmi-usb-a-type-c-port-built-in-speakers
520,https://citycenter.jo/gaming/gaming-gaming-laptops/lenovo-legion-5-15irx10-2025-new-ai-powered-gaming-pc-13gen-intel-core-i7-13650hx-14-cores-w-nvidia-rtx-5050-8gb-ddr7-165hz-display-eclipse-black
521,https://citycenter.jo/gaming/gaming-storage-drive/network-attached-storage-nas/synology-diskstation-ds1019-5-bay-nas-enclosure
522,https://citycenter.jo/computer-hardware/components-case-and-chassis/full-tower-case/thermaltake-ax700-super-tower-pc-case-up-to-420mm-aio-radiator-18x-fan-support-2x-perforated-side-panels-steel-panel-spcc-material-dust-filters-black
523,https://citycenter.jo/peripherals-printer-and-scanner/canon-selphy-cp1500-wireless-compact-photo-printer-w-built-in-3-5-display-for-edit-add-filter-effects-black
524,https://citycenter.jo/gaming/gaming-power-supply/thermaltake-toughpower-gf1-850w-80-gold-full-modular-psu
525,https://citycenter.jo/computer-hardware/components-cpu-and-processor/intel-new-core-ultra-5-245k-14-cores-up-to-5-2-ghz-l2-l3-50mb-cache-unlocked-w-integrated-graphics-tray
526,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/home-business-desktop/lenovo-new-thinkcentre-neo-50t-gen-4-13gen-intel-core-i7-16-cores-w-wireless-bluetooth-2-years-warranty-black
527,https://citycenter.jo/computer-hardware-peripherals/peripherals-cable/ugreen-l501-type-c-to-type-c-60w-3a-fast-data-charging-cable-2m-white
528,https://citycenter.jo/gaming/gaming-gaming-pcs/cc-power-5070-101-gaming-pc-new-intel-core-ultra-7-k-series-20-cores-w-nvidia-rtx-5070-ti-16gb-ddr7-liquid-cooler
529,https://citycenter.jo/gaming/graphic-card-gaming/desktop-graphics-cards/asus-dual-geforce-rtx-4060-evo-oc-edition-8gb-gddr6-pcie-4-0-dlss-3-axial-tech-fan-design-0db-technology-white
530,https://citycenter.jo/computer-hardware-monitor-and-display/msi-mag-342cqr-e2-34-uwqhd-4k-curved-1500r-180-hz-1ms-srgb-119-hdr-ready-ai-vision-less-blue-light-amd-freesync-premium
531,https://citycenter.jo/gaming/gaming-cpu-and-processor/processors-desktops/amd-ryzen-5-9600x-6-core-3-9ghz-5-4-ghz-max-boost-38mb-cache-am5-desktop-processor-tray
532,https://citycenter.jo/pc-and-laptops/pc-and-laptops-tablet-pc?page=1
533,https://citycenter.jo/computer-hardware/components-cpu-and-processor/amd-ryzen-5-8600g-6-core-4-3ghz-5-0-ghz-max-boost-22mb-cache-am5-desktop-processor-w-amd-radeon-760m-graphic-tray
534,https://citycenter.jo/electronics/drinkmate-1-0l-carbonating-bottles-black-1-pack
535,https://citycenter.jo/gaming/gaming-cpu-and-processor/amd-ryzen-9-7900-12-core-4-7ghz-5-6-ghz-max-boost-64mb-cache-am5-desktop-processor-tray
536,https://citycenter.jo/peripherals-printer-and-scanner/printer-and-scanner-multifunction-printer/multifunction-printer-inkjet-printer
537,https://citycenter.jo/gaming/gaming-memory-ram/kingston-fury-beast-rgb-16gb-1-x-16gb-6000mhz-ddr5-desktop-memory-infrared-sync-technology
538,https://citycenter.jo/computer-hardware/components-memory-ram/memory-ram-notebook-dram/g-skill-ripjaws-4gb-ddr3-so-dimm-ddr3-1600-pc3-12800-lv
539,https://citycenter.jo/gaming/gaming-peripherals/mouse/wire/asus-rog-gladius-ii-aura-sync-usb-optical-with-dpi-target-button
540,https://citycenter.jo/gaming/gaming-peripherals/keyboard/wireless/lenovo-essential-wireless-keyboard-and-mouse-combo
541,https://citycenter.jo/computer-hardware-monitor-and-display/lcd-led-monitors/msi-pro-mp275-e2-27-ips-full-hd-120hz-less-blue-light-pro-vesa-mountable-built-in-speakers-tilt-adjustable-vga-hdmi-dp-black
542,https://citycenter.jo/computer-hardware/components-case-and-chassis/full-tower-case/thermaltake-cte-c700-air-snow-atx-mt-pc-case-centralized-thermal-eficiency-tempered-glass-side-panel-up-to-360mm-aio-3-140mm-pre-inst-fans-usb-3-2-type-c-1-usb-3-0-2-white
543,https://citycenter.jo/computer-hardware-storage/storage-nas/synology-diskstation-ds423-4-bay-diskless-nas-w-realtek-rtd1619b-4-core-cpu-2gb-ddr4-ram
544,https://citycenter.jo/computer-hardware-audio/business-headsets/lenovo-wireless-stereo-headset-bluetooth-5-3-640-mah-capacity-40-mm-drivers-usb-digital-audio-32-ohm-impedance-professional-call-performance-black
545,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/lenovo-new-loq-gaming-2025-13gen-intel-core-i7-13650hx-14-cores-w-ai-engine-la1-chip-nvidia-rtx-5060-8gb-ddr7-ips-144hz-display-luna-grey
546,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/apple-imac/apple-imac-all-in-one-desktop-2023-apple-m3-8-core-cpu-8-core-gpu-512gb-16gb-w-24-4-5k-retina-display-silver
547,https://citycenter.jo/computer-hardware/components-video-card/msi-nvidia-geforce-gt-710-2gb-ddr3-low-profile
548,https://citycenter.jo/gaming/gaming-cooling/thermal-grizzly-kryonaut-extreme-the-high-performance-thermal-paste-for-processors-graphics-cards-consoles-2-gram
549,https://citycenter.jo/gaming/gaming-gaming-pcs/custom-gaming-pcs/and-power-system/cc-power-580-101-gaming-pc-5gen-amd-ryzen-5-6-cores-w-amd-radeon-rx-580-gts-8gb-gddr5-advance-air-cooler
550,https://citycenter.jo/peripherals-printer-and-scanner/epson-workforce-wf-100-wireless-color-mobile-a4-printer-built-in-rechargeable-battery-usb-or-ac-adapter-w-1-4-lcd-fade-water-resistant-ink
551,https://citycenter.jo/gaming/gaming-storage-drive/usb-flash-drives/sandisk-128gb-ultra-usb-type-c-up-to-150mb-s-include-encryption-backup-recovery-apps-flash-drive-for-phones-laptops-tablets-black
552,https://citycenter.jo/computer-hardware/components-case-and-chassis/mid-tower-case/lian-li-o11d-evo-rgb-front-side-tempered-glass-dual-chamber-case-argb-lighting-strips-up-to-420mm-radiator-reversible-chassis-white
553,https://citycenter.jo/computer-hardware-monitor-and-display/lcd-led-monitors/dell-professional-p2723qe-27-ips-4k-uhd-integradted-usb-c-hub-comfortview-plus-anti-glare-1-07b-color-display-w-adjustable-stand-rj45-ethernet-usb-c-90w-black
554,https://citycenter.jo/gaming/gaming-gaming-pcs/custom-gaming-pcs
555,https://citycenter.jo/pc-and-laptops/laptop-accessories-laptop-and-desktop/anker-nano-20w-piq-3-0-charger-powerport-iii-usb-c-power-supply-for-iphone-samsung-white
556,https://citycenter.jo/computer-hardware-audio/razer-blackshark-v3-pro-wireless-anc-gaming-headset-for-xbox-full-band-mic-50mm-drivers-2-4-ghz-bluetooth-usb-3-5mm-works-with-pc-mac-ps5-nintendo-switch-long-battery-life-black
557,https://citycenter.jo/computer-hardware-peripherals/peripherals-cable/promate-powerlink-cc200-usb-c-fast-charging-usb-c-to-type-c-cable-60w-power-delivery-480mbps-data-transfer-200cm-anti-tangle-silicone-cord
558,https://citycenter.jo/gaming/graphic-card-gaming/desktop-graphics-cards/msi-gaming-ventus-3x-geforce-rtx-4060-ti-8gb-gdrr6-128-bit-torx-fan-graphics-card
559,https://citycenter.jo/computer-hardware/components-case-and-chassis/mid-tower-case/thermaltake-cte-e600-mx-e-atx-case-centralized-thermal-efficiency-design-3way-floating-gpu-mounting-bracket-w-400mm-pcie4-riser-cable-white
560,https://citycenter.jo/gaming/gaming-monitor/lcd-led-monitors/asus-va279hg-27-ips-full-hd-120hz-1ms-adaptive-sync-for-working-gaming-eye-care-plus-blue-light-filter-flicker-free-smoothmotion-displaywidget
561,https://citycenter.jo/gaming/epson-ecotank-l15150-a3-wi-fi-duplex-aio-ink-tank-printer-25-ipm-print-speed-2400x1200-dpi-scan-resolution-50-pages-adf-250-sheets-tray-capacity-usb-eth-wifi-wi-fi-direct-black
562,https://citycenter.jo/computer-hardware-storage/ssds-solid-state-drive/kingston-dc600m-1-92tb-enterprise-class-enterprise-class-for-data-center-server-2-5-sata-ssd
563,https://citycenter.jo/computer-hardware-audio/audio-mic/redragon-gm305-echowave-wired-gaming-microphone-designed-for-professionals-high-quality-audio-clear-and-natural-sound-quality-for-live-streamers
564,https://citycenter.jo/gaming/gaming-cases/msi-mag-pano-m100r-pz-micro-atx-case-support-back-connect-motherboard-270-degree-panoramic-display-4x-argb-fans-white
565,https://citycenter.jo/gaming/gaming-monitor/msi-mag-32cq6f-32-wqhd-2k-rapid-va-curved-1500r-180hz-0-5ms-hdr-400-frameless-amd-freesync-w-2x-hdmi-display-port
566,https://citycenter.jo/gaming/gaming-gaming-chairs/arozzi-torretta-soft-fabric-2023-soft-pleasant-durable-ergonomic-design-3d-armrest-2-adjustable-height-supportive-pillows-adjustable-height-purple
567,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/lightweight-laptop?page=3
568,https://citycenter.jo/computer-hardware/components-case-and-chassis/mid-tower-case/asus-a21-plus-mini-tower-pc-case-mesh-support-hidden-connectors-360mm-radiators-ample-cable-management-w-4x-argb-fans-black
569,https://citycenter.jo/peripherals-printer-and-scanner/printer-and-scanner-scanner/hp-scanjet-8270-automatic-feeder
570,https://citycenter.jo/gaming/gaming-peripherals/keyboard/wired/logitech-g910-orion-spark-rgb-mechanical-gaming-keyboard
571,https://citycenter.jo/gaming/gaming-motherboard/intel-motherboards/asus-rog-maximus-z790-hero-wifi-6e-eva-02-edition-intel-14th-13th-gen-motherboard-pcie-5-0-ddr5-5x-m-2-2x-thunderbolt-4
572,https://citycenter.jo/computer-hardware-storage/storage-nas/synology-diskstation-ds1825-8-bay-diskless-nas-w-amd-ryzen-v1500b-4-core-cpu-8gb-ddr4-ecc-ram
573,https://citycenter.jo/computer-hardware-monitor-and-display?page=45
574,https://citycenter.jo/computer-hardware/components-solid-state-drive-ssd/album-saver-x1285-elite-512gb-portable-ssd-high-speed-lightweight-durable-aluminum-ssd-type-c-w-usb-c-usb-a-adapter-storage-case
575,https://citycenter.jo/gaming/gaming-storage-drive/wd-18tb-ultrastar-dc-hc550-sata-hdd-7200-rpm-class-sata-6-gb-s-512mb-cache-3-5
576,https://citycenter.jo/gaming/gaming-peripherals/power-protection-upss/promate-gegahub-10g-7-in-1-high-speed-multi-ports-10gbps-data-and-charging-hub-usb-a-usb-c-ports
577,https://citycenter.jo/gaming/gaming-power-supply/asus-tuf-gaming-1000w-gold-medal-full-module-atx3-0-pcie-5-0-power-supply
578,https://citycenter.jo/computer-hardware-peripherals/peripherals-gaming-accessories/razer-gaming-mouse-bungee-v3-drag-free-esports-level-performance
579,https://citycenter.jo/gaming/gaming-peripherals/mouse-pad/steelseries-63391-qck-prism-rgb-mousepad-with-gamesense
580,https://citycenter.jo/gaming/gaming-peripherals/cable/usb-c/anker-544-usb-c-to-usb-c-cable-240w-bio-nylon-charging-type-c-fast-charger-cable-for-macbook-ipad-1m-black
581,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/macbooks/apple-macbook-air-13-2020-apple-m1-256gb-8gb-8-core-cpu-7-core-gpu-retina-true-tone-space-grey
582,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/microsoft-surface-pro-11-2025-new-intel-core-ultra-7-gen-ii-268v-8-cores-next-gen-ai-w-3k-oled-120hz-touch-display-platinum
583,https://citycenter.jo/electronics/computer-hardware-projector-and-screen/lenkeng-lkv683matrix-matrix-extender-hdmi-over-ip-120m-4k-30hz-zero-latency-transmitter-tx-receiver-rx-kit
584,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/touch-screen-laptops/hp-omnibook-ultra-flip-2024-14-fh0005ne-new-intel-core-ultra-9-gen-ii-288v-evo-next-gen-ai-w-2-8k-oled-120hz-360-touch-display-eclipse-gray
585,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/asus-rog-ryujin-iii-360-argb-all-in-one-liquid-cpu-cooler-360mm-radiator-w-3x-magnetic-120mm-argb-fans-3-5-lcd-display
586,https://citycenter.jo/gaming/gaming-peripherals/mouse/wireless-mouse-mouse/logitech-m325-wireless-mouse-compact-comfortable-with-speed-wheel-light-silver
587,https://citycenter.jo/gaming/gaming-peripherals/cable/display-port-cable/vcom-dvi-female-to-displayport-male-cable-white
588,https://citycenter.jo/electronics/office-products/fellowes-aeramax-se-air-purifier-3-speed-large-room-w-true-hepa-air-filter-3-stage-allergen-odor-purification-915-sqft-coverage-white
589,https://citycenter.jo/computer-hardware/components-motherboard?page=10
590,https://citycenter.jo/computer-hardware-storage/storage-usb-pendrive/kingston-datatraveler-kyson-64gb-high-performance-usb-3-2-metal-flash-drive
591,https://citycenter.jo/gaming/gaming-storage-drive/wd-blue-sa510-1-tb-sata-internal-solid-state-drive-ssd-2-5-7mm-up-to-560-mb-s
592,https://citycenter.jo/pc-and-laptops/pc-and-laptops-tablet-pc/apple-ipad-pro-12-9-5th-generation-mid-2021-m1-8-cores-12-9-128gb-wifi-space-gray
593,https://citycenter.jo/computer-hardware-monitor-and-display/lg-34wl85c-34-ultrawide-curved-hdr10-4k-ips-multi-tasking
594,https://citycenter.jo/gaming/gaming-gaming-pcs?page=3
595,https://citycenter.jo/electronics/wiwu-ch-039-in-car-rearview-mirror-phone-holder
596,https://citycenter.jo/gaming/gaming-storage-drive/ssds/external-ssds/samsung-500gb-t5-usb-3-1-type-c-portable-external-ssd-blue
597,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/deepcool-assassin-iv-wh-premium-air-cooler-7-heat-pipes-dual-tower-1700rpm-140-120mm-fdb-fans-pwm-100-280w-tdp-for-intel-amd-white
598,https://citycenter.jo/gaming/gaming-motherboard/intel-motherboards/asus-prime-b760m-r-ddr4-intel-13th-gen-motherboard-pcie-4-0-ddr4-2xm-2-gen4-x4-pcie-4-0-mainboard
599,https://citycenter.jo/gaming/gaming-storage-drive/lenovo-thinkplus-tpcu301-2-in-1-type-c-3-2-usb-3-2-512gb-flash-drive
600,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/keyboard-wired/redragon-k617ctb-rgb-60-wired-rgb-gaming-keyboard-61-keys-compact-full-transparent-mechanical-keyboard-black
601,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/keyboard-wired?page=6
602,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/business-laptop/hp-new-probook-460-g11-2024-intel-core-ultra-5-125u-12-core-for-everyday-business-performance-protected-by-hp-wolf-security-w-ddr5-memory-16-ips-display-customized-silver
603,https://citycenter.jo/gaming/deepcool-lm360-argb-liquid-cooler-360mm-2-4-ips-display-full-customized-supports-mp4-gen-6-water-pump-3400rpm-anti-leak-for-amd-intel-black
604,https://citycenter.jo/gaming/gaming-gaming-pcs/cc-power-5070ti-106-gaming-pc-new-intel-core-ultra-5-k-series-14-cores-w-nvidia-rtx-5070-ti-16gb-ddr7-liquid-cooler
605,https://citycenter.jo/gaming/gaming-gaming-laptops/asus-rog-strix-g16-2025-g615lr-new-intel-core-ultra-9-gen-ii-275hx-24-cores-w-nvidia-rtx-5070-ti-12gb-ddr7-165hz-display-volt-green
606,https://citycenter.jo/gaming/gaming-storage-drive/hard-drives/western-digital-gold-6tb-7200rpm-128mb-enterprise
607,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/macbooks/apple-new-macbook-air-15-2024-apple-m3-256gb-8gb-8-core-cpu-10-core-gpu-retina-true-tone-starlight
608,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/desktops-all-one/hp-all-in-one-24-cb1026nh-new-12gen-intel-core-i5-10-cores-w-24-none-touch-screen-black
609,https://citycenter.jo/gaming/gaming-peripherals/keyboard/wired/logitech-g613-lightspeed-wireless-bluetooth-mechanical-gaming-keyboard-black
610,https://citycenter.jo/gaming/gaming-peripherals/mouse-pad?page=1
611,https://citycenter.jo/gaming/gaming-storage-drive/hard-drives/wd-12tb-ultrastar-dc-hc520-sata-hdd-7200-rpm-class-sata-6-gb-s-256mb-cache-3-5
612,https://citycenter.jo/gaming/gaming-peripherals/webcam/logitech-brio-4k-webcam-for-video-conferencing-recording-streaming
613,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/apple-new-macbook-air-13-2025-apple-m4-256gb-16gb-10-core-cpu-8-core-gpu-retina-true-tone-midnight-color
614,https://citycenter.jo/computer-hardware/components-memory-ram/kingston-fury-beast-rgb-8gb-1-x-8gb-3733mhz-ddr4-ram
615,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/business-laptop/lenovo-thinkpad-l13-2-in-1-gen-5-2024-intel-core-ultra-7-12-cores-w-intel-ai-boost-touch-screen-3-years-warranty-black
616,https://citycenter.jo/computer-hardware-peripherals/peripherals-cable/anker-zolo-240w-usb-type-c-to-usb-type-c-cable-braided-and-dirt-free-type-c-fast-charging-1-5m-cable-black
617,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/keyboard-wireless/razer-blackwidow-v4-pro-75-mechanical-gaming-keyboard-orange-tactile-mechanical-switch-gen-3-command-dial-english-us-layout-detachable-type-c-cable-black
618,https://citycenter.jo/computer-hardware/components-video-card/msi-geforce-rtx-5070-gaming-trio-oc-12gb-gddr7-192-bit-memory-2610-mhz-boost-clock-6144-cuda-cores-28-gbps-memory-speed-pci-express-gen-5
619,https://citycenter.jo/computer-hardware/components-cpu-and-processor/amd-ryzen-3-3100-4-core-3-6-ghz-3-9-ghz-max-boost
620,https://citycenter.jo/computer-hardware-monitor-and-display/gigabyte-aorus-fo32u2-32-qd-oled-gaming-monitor-uhd-4k-0-03ms-gtg-amd-freesync-premium-pro-type-c-kvm-hdmi-dp-type-c-height-adjustable-black
621,https://citycenter.jo/computer-hardware/components-cpu-and-processor/intel-new-14gen-core-i9-14900f-24-cores-up-to-5-8-ghz-l2-l3-68mb-cache-w-o-integrated-graphics-locked-tray
622,https://citycenter.jo/computer-hardware-monitor-and-display/ch-gaming-monitors/samsung-m9-32-m90sf-smart-ai-oled-4k-qd-oled-165hz-0-03ms-hdr10-100-srgb-vision-ai-w-metal-slim-design-4k-camera-usb-type-c-ergonomics-adaptive-sound-pro-speakers-eclipse-silver
623,https://citycenter.jo/computer-hardware/components-power-supply/seasonic-focus-fm-750-750w-80-gold-semi-modular
624,https://citycenter.jo/gaming/gaming-peripherals/gaming-controller/proove-gaming-skadi-wireless-gamepad-compatible-to-playstation-4-pc-android-black
625,https://citycenter.jo/gaming/gaming-peripherals/logitech-m240-silent-bluetooth-mouse-wireless-compact-portable-smooth-tracking-18-month-battery-for-windows-macos-chromeos-compatible-with-pc-mac-laptop-tablets-off-white
626,https://citycenter.jo/gaming/gaming-peripherals/cable/usb-c/wiwu-wi-c036-thunderbolt-4-type-c-240w-pd-1m-cable-black
627,https://citycenter.jo/gaming/gaming-peripherals?page=9
628,https://citycenter.jo/gaming/gaming-cases/lian-li-lancool-215-w-white-steel-tempered-glass-atx-mid-tower-computer-case
629,https://citycenter.jo/gaming/gaming-peripherals/mouse-pad/logitech-padstudio-series-mouse-mat-with-anti-slip-rubber-base-durable-materials-mid-grey
630,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/keyboard-wired?page=8
631,https://citycenter.jo/computer-hardware/components-power-supply/seasonic-s12ii-620w-80-bronze-power-supply
632,https://citycenter.jo/gaming/gaming-cooling/cooling-case-fan/xigmatek-120mm-orange
633,https://citycenter.jo/gaming/gaming-cases/cases-mid-tower-case/thermaltake-divider-500-w-3x120mm-argb-front-1x-120mm-rear-fans-2-symmetrical-triangular-panels-white
634,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/gaming-high-performace-pc/cc-power-5060ti-117-gaming-pc-new-14gen-intel-i7-20-cores-w-nvidia-rtx-5060-ti-16gb-ddr7-w-advanced-air-cooler
635,https://citycenter.jo/gaming/gaming-storage-drive/western-digital-black-wd1003fzex-1tb-7200rpm
636,https://citycenter.jo/pc-and-laptops/lenovo-urban-laptop-sleeve-13-water-resistant-soft-padded-reinforced-rubber-corners-charcoal-grey
637,https://citycenter.jo/computer-hardware/components-solid-state-drive-ssd/internal-ssds?page=6
638,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/gaming-laptop/hp-omen-transcend-14-2025-14-fb1013dx-new-intel-core-ultra-7-gen-ii-255h-16-cores-w-nvidia-rtx-5060-8gb-ddr7-3k-oled-120hz-display-shadow-black
639,https://citycenter.jo/gaming/gaming-peripherals/mouse/wireless-mouse-mouse/lenovo-professional-bluetooth-rechargeable-full-size-4000-dpi-programmable-keys-mouse-gray
640,https://citycenter.jo/gaming/gaming-storage-drive/dvd-blu-ray-burners/lenovo-slim-dvd-burner-db65-potable-usb
641,https://citycenter.jo/gaming/gaming-cooling/cooling-hydro-cooler-all-one/cougar-aqua-240-cpu-liquid-cooler-w-rgb-led-pump-remote
642,https://citycenter.jo/electronics/electronics-point-sale/v-tech-mk-410-cash-drawer-black-steel-front
643,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/desktops-all-one/hp-all-in-one-24-ck0015ne-new-12gen-intel-core-i7-w-24-touch-screen-black
644,https://citycenter.jo/computer-hardware/samsung-9100-pro-1tb-internal-ssd-pcie-5-0-x4-nvme-2-0-up-to-14-800-ssd-designed-for-professionals-and-gamers-compatible-with-pc-and-playstation-5
645,https://citycenter.jo/computer-hardware-storage/synology-diskstation-ds1825-8-bay-diskless-nas-w-amd-ryzen-v1500b-4-core-cpu-8gb-ddr4-ecc-ram
646,https://citycenter.jo/gaming/gaming-peripherals/power-protection-upss/apc-easy-ups-on-line-srv-6000va-6000w-rm-with-extended-runtime-battery-pack
647,https://citycenter.jo/computer-hardware-storage/ssds-solid-state-drive/kingston-ironkey-vault-privacy-80-1920gb-external-ssd-type-c-xts-aes-encrypted-touch-screen-fips-197
648,https://citycenter.jo/gaming/gaming-storage-drive/ssds/samsung-980-pro-2tb-pcie-nvme-gen4-internal-gaming-ssd-m-2
649,https://citycenter.jo/computer-hardware-storage/storage-usb-pendrive/kingston-128gb-datatraveler-100-gen-3-usb-3-0-drive-black
650,https://citycenter.jo/computer-hardware-peripherals/peripherals-cable/wiwu-wi-c04e-starlink-60w-fast-charging-durable-cable-with-usb-c-to-usb-c-cable-1m-white
651,https://citycenter.jo/computer-hardware/components-video-card/workstation-graphics-card/lenovo-thinkstation-nvidia-quadro-rtx-4000-8-gb-gddr6-workstation-graphic-card
652,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard?page=10
653,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/fan-and-heatsink-custom-liquid-cooling/custom-liquid-cooling-fittings/fittings-extenders-and-spacers/extenders-and-spacers-rotary-extenders
654,https://citycenter.jo/gaming/gaming-motherboard/amd-motherboards/asus-prime-b550m-a-wifi-ii-wifi-6-amd-b550-micro-atx-motherboard-2x-m-2-pcie-4-0-hdmi-2-1-rgb-header
655,https://citycenter.jo/pc-and-laptops/pc-and-laptops-tablet-pc/samsung-galaxy-tab-s9-fe-10-9-90hz-android-wifi-6-tablet-w-ip68-rating-45w-fast-charging-s-pen-included-grey
656,https://citycenter.jo/gaming/gaming-cpu-and-processor/amd-ryzen-5-8600g-6-core-4-3ghz-5-0-ghz-max-boost-22mb-cache-am5-desktop-processor-w-amd-radeon-760m-graphic-tray
657,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/desktops-all-one/hp-all-in-one-24-cr0028ne-pc-2023-new-13gen-intel-core-i5-10-cores-w-24-ips-full-hd-99-srgb-touch-display-white
658,https://citycenter.jo/electronics/electronics-point-sale/point-sale-thermal-printer/sewoo-lk-b30-direct-thermal-label-printer
659,https://citycenter.jo/computer-hardware/components-hard-drive?page=7
660,https://citycenter.jo/computer-hardware-storage/storage-usb-pendrive/sandisk-ultra-64gb-dual-usb-type-c-usb-flash-drive-speed-upto-150mbps-for-easily-free-up-space-on-your-iphone-15-plus-pro-max-or-usb-type-c-smartphone
661,https://citycenter.jo/gaming/gaming-peripherals/printer-scanner/laser-printer/hp-color-laserjet-pro-multifunction-m477fdw
662,https://citycenter.jo/peripherals-printer-and-scanner/printer-and-scanner-scanner/hp-scanjet-300-flatbed
