,Links
8674,https://citycenter.jo/gaming/gaming-storage-drive/memory-cards/kingston-256gb-sdxc-canvas-go-plus-170mb-s-c10-u3-v30-memory-card
8675,https://citycenter.jo/gaming/gaming-monitor/dell-p2425h-2024-24-ips-full-hd-100hz-professional-stand-monitor-extensive-connectivity-display-port-hdmi-vga-usb-c-usb-hub
8676,https://citycenter.jo/computer-hardware-storage/internal-external-hdds/wd-24tb-ultrastar-dc-hc580-sata-hdd-7200-rpm-class-sata-6-gb-s-512mb-cache-3-5
8677,https://citycenter.jo/computer-hardware-storage/storage-usb-pendrive/my-passport-ssd-512gb-portable-ssd-usb-3-2-up-to-1050mb-s-grey
8678,https://citycenter.jo/gaming/gaming-storage-drive/ssds/external-ssds/samsung-t7-shield-portable-ssd-usb-3-2-1tb-ip65-rating-for-water-dust-resistance-for-pc-mac-android-gaming-consoles-blue
8679,https://citycenter.jo/gaming/gaming-diy-water-cooling/water-blocks/cpu-blocks/ek-supremacy-evo-amd-full-nickel-cpu-water-block
8680,https://citycenter.jo/computer-hardware/components-motherboard/asus-prime-b760m-k-d4-intel-13th-gen-motherboard-pcie-4-0-ddr4-2xm-2-pcie-4-0-mainboard
8681,https://citycenter.jo/gaming/gaming-peripherals/mouse/glorious-model-d-68g-superlight-honeycomb-mouse-rgb-usb-mouse-matte-white
8682,https://citycenter.jo/computer-hardware-storage/wd-8tb-ultrastar-dc-hc330-sata-hdd-7200rpm-sata-6-gb-s-256mb-cache
8683,https://citycenter.jo/gaming/gaming-monitor/samsung-odyssey-g6-g61sd-27-oled-2k-qhd-240hz-0-03ms-hdr10-g-sync-compatible-anti-glare-sleek-metal-hdmi-2-1-w-adjustable-stand
8684,https://citycenter.jo/gaming/gaming-peripherals/mouse-pad/arozzi-zona-mousepad-xl-black-fabric-polyester-mouse-pad
8685,https://citycenter.jo/computer-hardware-storage/storage-memory-card/samsung-pro-plus-256gb-microsd-memory-card-microsdxc-up-to-180-mb-s-full-hd-4k-uhd-uhs-i-c10-u3-v30-a2-for-android-smartphones-tablets-gopro-and-dji-drone
8686,https://citycenter.jo/gaming/gaming-storage-drive/hard-drives/storage-accessories
8687,https://citycenter.jo/pc-and-laptops/software/software-operating-system/microsoft-windows-7-professional
8688,https://citycenter.jo/computer-hardware-audio/hifuture-altus-bluetooth-5-3-speaker-with-aptx-waterproof-up-to-8-hours-battery-life-true-wireless-stereo-tws-mode-8-0-ipx5-black
8689,https://citycenter.jo/gaming/gaming-motherboard/asus-rog-maximus-z790-dark-hero-atx-intel-z790-chipset-4x-ddr5-dimm-192gb-max-memory-intel-wifi-7-btv5-4-2-5gb-eth-pcie-5-0-x16-hdmi-thunderbolt-4-usb-c
8690,https://citycenter.jo/computer-hardware-storage/storage-usb-pendrive/samsung-500gb-t5-usb-3-1-type-c-portable-external-ssd-blue
8691,https://citycenter.jo/computer-hardware/components-cpu-and-processor/amd-ryzen-3-2200g-quad-core-3-7ghz-vega-rx-8
8692,https://citycenter.jo/gaming/gaming-peripherals/keyboard/wireless/lenovo-go-wireless-numeric-keypad-rf-2-40-ghz-scissors-keyswitch-storm-gray
8693,https://citycenter.jo/gaming/graphic-card-gaming/sapphire-pulse-amd-radeon-rx-9060-xt-16gb-gddr6-128-bit-memory-3290-mhz-boost-clock-2048-stream-processors-20-gbps-memory-clock-pci-express-5-0-x16
8694,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/business-laptop/hp-zbook-power-16-g11-mobile-2024-mobile-workstation-intel-ultra-7-165h-high-performance-16-core-ai-enhanced-performance-for-creators-w-nvidia-rtx-2000-ada-8gb-graphic-card
8695,https://citycenter.jo/gaming/gaming-peripherals/mouse/wireless-mouse-mouse/logitech-new-mx-vertical-wireless-mouse-advanced-ergonomic-design-reduces-muscle-strain-rechargeable-graphite-color
8696,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/keyboard-wired/hyperx-alloy-elite-2-100-mechanical-80m-keypresses-anti-ghosting-100-onboard-memory-3-profiles-key-rollover-n-key-mode-red-linear-switches-timthetatman-edition
8697,https://citycenter.jo/gaming/gaming-power-supply/deepcool-pn850d-80-gold-850w-non-modular-atx-3-1-pcie-5-1-hydro-bearing-120mm-fan-active-pfc-full-bridge-src-llc-dc-to-dc-black
8698,https://citycenter.jo/gaming/gaming-peripherals/printer-scanner/epson-workforce-ds-1630-duplex-usb-color-flatbed-scanner-up-to-25-ppm
8699,https://citycenter.jo/computer-hardware-storage/hpe-960gb-2-5inch-sff-sata-6gbps-smart-carrier-mixed-use-multi-vendor-solid-state-drive-for-proliant-gen9-gen10-servers
8700,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/desktops-all-one/hp-all-in-one-27-cr1007ne-pc-2024-new-intel-core-ultra-7-12-cores-w-27-ips-full-hd-99-srgb-touch-display-ddr5-memory-black
8701,https://citycenter.jo/gaming/gaming-diy-water-cooling/fittings/angled-adapters/ek-af-angled-90-2f-g1-4-nickel
8702,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/asus-tuf-gaming-tr120-argb-fan-3pin-double-layer-led-2000rpm-3-3mm-h2o-77-4-cfm-16-individually-addressable-rgb-leds-1-pack-white
8703,https://citycenter.jo/gaming/gaming-gaming-chairs/razer-iskur-gaming-chair-multi-layer-synthetic-leather-built-in-lumbar-support
8704,https://citycenter.jo/computer-hardware-monitor-and-display/ch-gaming-monitors/samsung-odyssey-g6-g60f-27-ips-qhd-2k-350hz-1ms-hdr-400-nvidia-g-sync-compatible-hdmi-2-1-w-adjustable-stand-black
8705,https://citycenter.jo/gaming/gaming-storage-drive/usb-flash-drives/kingston-32gb-data-traveler-locker-g3-personal-data-security
8706,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/cc-power-9070xt-115-gaming-pc-14gen-intel-core-i5-k-series-14-cores-w-w-amd-radeon-rx-9070-xt-16gb-ddr6-liquid-cooler
8707,https://citycenter.jo/pc-and-laptops/laptop-accessories-laptop-and-desktop/skech-power-delivery-3-port-gan-wall-charger-65w-pd-power-charger-dual-type-c-port-usb-a-white
8708,https://citycenter.jo/computer-hardware-monitor-and-display/asus-vg279q-27-full-hd-ips-144hz-1ms-eye-care-monitor
8709,https://citycenter.jo/computer-hardware/components-case-and-chassis/asus-proart-pa401-wood-edition-tempered-glass-panel-2x-160mm-pre-installed-fans-up-to-240mm-radiator-5x-fan-support-removable-dust-filters-black
8710,https://citycenter.jo/gaming/gaming-gaming-pcs/custom-gaming-pcs/and-power-system/cc-power-3050-101-gaming-pc-5gen-amd-ryzen-5-6-cores-w-nvidia-rtx-3080-6gb-ddr6-advance-air-cooler
8711,https://citycenter.jo/computer-hardware/computer-hardware-monitor-and-display/lg-32g810sa-ultragear-32-ips-uhd-4k-hdr400-144hz-1ms-hdmi-2-1-ai-smart-g-sync-compatible-webos-type-c-65w-w-adjustable-stand-speakers-white
8712,https://citycenter.jo/gaming/gaming-storage-drive/ssds/kingston-kc600-2tb-sata-iii-solid-state-drive-ssd
8713,https://citycenter.jo/gaming/gaming-gaming-pcs/custom-gaming-pcs/powered-by-asus-5070ti-109-gaming-pc-new-intel-core-ultra-9-k-series-24-cores-w-new-nvidia-rtx-5070-ti-16gb-liquid-cooler
8714,https://citycenter.jo/gaming/gaming-storage-drive/hard-drives/seagate-backup-plus-hub-6tb-external-desktop-hdd
8715,https://citycenter.jo/computer-hardware-monitor-and-display/asus-tuf-vg259q5a-25-fast-ips-full-hd-200hz-0-3-ms-hdr-10-extreme-low-motion-blur-displaywidget-center-adaptive-sync-w-speakers
8716,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/logitech-k120-usb-keyboard-spill-resistant-with-quiet-typing
8717,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/asus-rog-ryuo-iv-slc-360-argb-liquid-cpu-cooler-6-67-amoled-display-360mm-radiator-3x-120mm-mf-12c-argb-fans-2650-rpm-speed-71-44-cfm-fan-airflow-black
8718,https://citycenter.jo/gaming/gaming-peripherals/cable/mcdodo-ot-3810-usb-to-a-3-0-to-usb-c-adapter-5gbps-high-speed-data-transfer-otg-compatible-aluminum-alloy-exterior-silicone-band-design
8719,https://citycenter.jo/computer-hardware-monitor-and-display/ch-gaming-monitors/dell-se2717h-27-inch-ips-freesync-gaming
8720,https://citycenter.jo/computer-hardware-peripherals/action-camera
8721,https://citycenter.jo/computer-hardware-storage/internal-external-hdds/lacie-rugged-mini-5tb-external-portable-hdd-usb-3-0-usb-2-0-compatible-drop-shock-dust-rain-resistant-shuttle-drive-for-mac-pc-orange
8722,https://citycenter.jo/pc-and-laptops/lenovo-15-6-laptop-casual-toploader-t210-green-row
8723,https://citycenter.jo/computer-hardware/components-memory-ram/memory-ram-desktop-dram/adata-xpg-spectrix-d35g-8gb-rgb-ddr4-desktop-memory-3600-mhz-clock-speed-cl18-latency-supports-intel-xmp-2-0-1-35v-rohs-compliant-black
8724,https://citycenter.jo/gaming/gaming-gaming-pcs/cc-power-5060ti-103-gaming-pc-new-12gen-intel-core-i7-k-series-12-cores-w-nvidia-rtx-5060-ti-8gb-ddr6-advanced-air-cooler
8725,https://citycenter.jo/computer-hardware/components-case-and-chassis/lian-li-lancool-215-high-airflow-mesh-front-panel-argb-w-3-pwm-fans-black
8726,https://citycenter.jo/gaming/gaming-monitor/gaming-monitors/asus-rog-strix-xg27wcs-27-curved-qhd-2k-hdr-180hz-1ms-ai-powered-amd-freesync-high-adjustable-stand-w-usb-type-c-black
8727,https://citycenter.jo/computer-hardware/components-hard-drive/western-digital-caviar-1tb-7200rpm
8728,https://citycenter.jo/computer-hardware/components-motherboard/desktop-amd-platform/asus-tuf-gaming-x670e-plus-wifi-6e-ddr5-am5-ryzen-7000-pcie-5-0-4x-m-2-slots-2-5-gb-lan-usb-4-aura-rgb-lighting
8729,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/gaming-laptop/lenovo-loq-gaming-2025-13gen-intel-core-i5-13450hx-10-cores-w-ai-engine-la1-chip-nvidia-rtx-3050-6gb-ips-144hz-display-luna-grey
8730,https://citycenter.jo/computer-hardware-audio/hifuture-altus-bluetooth-5-3-speaker-with-aptx-waterproof-up-to-8-hours-battery-life-true-wireless-stereo-tws-mode-8-0-ipx5-blue
8731,https://citycenter.jo/gaming/gaming-storage-drive/ssds/internal-ssds/team-group-t-force-delta-500gb-rgb-ssd
8732,https://citycenter.jo/gaming/gaming-motherboard/asrock-b650m-pg-riptide-am5-ryzen-7000-ddr5-amd-b650-2x-pcie-4-0-2x-m-2-slots-7-1-nahimic-audio-mainboard
8733,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/home-business-desktop/dell-optiplex-3090-2021-intel-10gen-core-i5-6-cores-tower-desktop-customized-black
8734,https://citycenter.jo/computer-hardware/components-solid-state-drive-ssd/kingston-nv3-2tb-m-2-2230-nvme-pcie-gen-4x4-3d-nand-internal-ssd-up-to-6000-mb-s
8735,https://citycenter.jo/computer-hardware/components-memory-ram/g-skill-trident-z-neo-16gb-kit-2x-8gb-ddr4-3000-mhz
8736,https://citycenter.jo/gaming/gaming-gaming-chairs/razer-iskur-gaming-chair-multi-layer-synthetic-leather-built-in-lumbar-support-black
8737,https://citycenter.jo/gaming/gaming-storage-drive/hard-drives/desktop-internal-hdds/seagate-ironwolf-nas-4tb-sata-6-0-gb-s-64mb-hdd
8738,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/macbooks/apple-new-macbook-pro-14-2024-apple-m4-pro-1tb-24gb-14-core-cpu-20-core-gpu-retina-xdr-120hz-silver-color
8739,https://citycenter.jo/gaming/gaming-peripherals/cable/aux-cable-adapter/proove-weft-cable-aux-3-5-to-3-5mm-jack-audio-cable-1m-black
8740,https://citycenter.jo/computer-hardware/components-video-card/xfx-swift-amd-radeon-rx-9060-xt-oc-gaming-edition-8gb-gddr6-128-bit-memory-3320-mhz-boost-speeds-2048-stream-processors-20-gbps-memory-clock-black
8741,https://citycenter.jo/computer-hardware-peripherals/peripherals-mouse/mouse-wired?page=4
8742,https://citycenter.jo/gaming/graphic-card-gaming/deepcool-st500-argb-gpu-support-bracket-w-adjustable-3-axis-design-support-pillar
8743,https://citycenter.jo/gaming/gaming-peripherals/printer-scanner?page=5
8744,https://citycenter.jo/gaming/gaming-cooling/cooling-case-fan/deepcool-fk120-120mm-1850rpm-69cfm-4-pin-pwm-high-performance-for-cases-cpu-coolers-black
8745,https://citycenter.jo/gaming/gaming-peripherals/printer-scanner/inkjet-printer/hp-officejet-pro-7740-wide-format-all-in-one-wireless
8746,https://citycenter.jo/computer-hardware-peripherals/peripherals-cable/cable-usb-cable/mcdodo-ca-6820-usb-c-to-lightning-cable-pd-36w-rapid-charging-iphone-cable-high-speed-data-transfer-mobile-strap-shoulder-strap-neck-strap-type-c-lightning-cable-multi-cable-1-2m-black
8747,https://citycenter.jo/gaming/gaming-monitor/gaming-monitors/asus-rog-swift-pg27ucdm-27-4k-oled-qd-oled-4k-qhd-240hz-0-03ms-g-sync-compatible-custom-heatsink-ai-gaming-99-dci-p3-uniform-brightness-true-10-bit-usb-c-90w
8748,https://citycenter.jo/peripherals-printer-and-scanner/print-only/laser-print
8749,https://citycenter.jo/pc-and-laptops/ugreen-6-in-1-docking-station-usb-c-hub-with-dual-4k-60hz-single-8k-30hz-100w-power-delivery-3x-5gbps-usb-data-ports-usb-c-dock-for-thinkpad-hp-dell-laptops-and-more
8750,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/gaming-laptop/asus-rog-strix-scar-17-2022-g733zw-new-intel-12gen-core-i9-14-cores-w-rtx-3070-ti-2k-240hz-display
8751,https://citycenter.jo/gaming/gaming-peripherals/cable?page=3
8752,https://citycenter.jo/gaming/gaming-peripherals/keyboard/apple-magic-keyboard-with-touch-id-and-numeric-keypad-for-mac-models-with-apple-silicon-arabic-black-keys
8753,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/lightweight-laptop/asus-rog-flow-z13-2025-gz302-copilot-pc-ai-max-395-16-cores-w-amd-radeon-8060s-graphic-rog-nebula-2-5k-ips-180hz-touch-display-big-battery-off-black
8754,https://citycenter.jo/gaming/graphic-card-gaming?page=7
8755,https://citycenter.jo/computer-hardware-storage/ssds-solid-state-drive/wd-black-sn750-nvme-m-2-2280-250gb-pci-express-3-0-x4-ssd
8756,https://citycenter.jo/pc-and-laptops/pc-and-laptops-tablet-pc/amazon-new-kindle-paperwhite-kids-11th-gen-16gb-wifi-6-8-waterproof-w-vocabulary-builder-word-wise-robot-dreams
8757,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/home-business-desktop/minisforum-un100l-mini-pc-intel-12th-gen-alder-lake-n100-4-cores-budget-powerful-barebone-for-home-business
8758,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/lightweight-laptop/lenovo-yoga-9-14-new-12gen-intel-core-i7-12-cores-full-metal-2-in-1-touch-w-2-8k-oled-90hz-display-big-battery-oatmeal
8759,https://citycenter.jo/computer-hardware/components-hard-drive/seagate-expansion-8tb-desktop-external-hdd-usb-3-0-for-windows-mac-black
8760,https://citycenter.jo/computer-hardware-storage/ssds-solid-state-drive/my-passport-ssd-1tb-portable-ssd-usb-3-2-up-to-1050mb-s-silver
8761,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/microsoft-surface/microsoft-surface-pro-11-2024-copilot-pc-snapdragon-x-plus-10-cores-ai-accelerated-2-in-1-touch-512gb-16gb-w-ips-2-8k-120hz-display-keyboard-bundle-black
8762,https://citycenter.jo/gaming/gaming-cpu-and-processor/processors-desktops/amd-ryzen-5-5600-6-core-3-5-ghz-4-4-ghz-max-boost-unlocked-desktop-processor-tray-wihout-cooler
8763,https://citycenter.jo/gaming/gaming-motherboard/amd-motherboards/msi-a520m-pro-gaming-amd-a520-ryzen-am4-micro-atx-motherboard-with-m-2-slot-usb-3-2-gen-2-type-a
8764,https://citycenter.jo/gaming/gaming-gaming-pcs/custom-gaming-pcs/intel-power-system/cc-power-5060ti-117-gaming-pc-new-14gen-intel-i7-20-cores-w-nvidia-rtx-5060-ti-16gb-ddr7-w-advanced-air-cooler
8765,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/home-student/asus-new-vivobook-15x-2023-k3504va-13th-gen-intel-core-i7-10-cores-fast-charge-thin-light-military-grade-silver
8766,https://citycenter.jo/gaming/gaming-peripherals/power-protection-upss/anker-zolo-magnetic-power-bank-10-000mah-wireless-portable-charger-with-30w-max-fast-charging-battery-pack-with-built-in-usb-c-cable-and-adjustable-stand-for-iphone-16-15-series-airpods-white
8767,https://citycenter.jo/gaming/gaming-gaming-laptops/hp-omen-transcend-14-2025-14-fb1013dx-new-intel-core-ultra-7-gen-ii-255h-16-cores-w-nvidia-rtx-5060-8gb-ddr7-3k-oled-120hz-display-shadow-black
8768,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/lightweight-laptop/lenovo-new-thinkpad-t14-gen-3-6gen-amd-ryzen-7-pro-8-cores-w-ddr5-memory-touch-screen-storm-gray
8769,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/thermal-grizzly-kryonaut-high-performance-thermal-paste-for-processors-graphics-cards-consoles-37-gram
8770,https://citycenter.jo/electronics/video-conferencing/poly-voyager-4320-usb-a-wireless-headset-passive-noise-cancellation-up-to-24-hours-talk-time-teams-certified-for-pc-mac-mobile-w-bt700-adapter-charging-stand
8771,https://citycenter.jo/computer-hardware/components-hard-drive/desktop-external-hard-drives/wd-my-book-16tb-usb-3-0-desktop-hard-drive
8772,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/touch-screen-laptops/asus-rog-flow-z13-2025-gz302-copilot-pc-ai-max-395-16-cores-w-amd-radeon-8060s-graphic-rog-nebula-2-5k-ips-180hz-touch-display-big-battery-off-black
8773,https://citycenter.jo/gaming/logitech-mk850-performance-wireless-keyboard-and-mouse-combo-bluetooth-smart-2-4ghz-wireless-connection-1000-dpi-sensor-8-buttons-english-arabic-black
8774,https://citycenter.jo/gaming/graphic-card-gaming/gigabyte-geforce-rtx-4060-eagle-oc-ice-8g-3x-windforce-fans-8gb-128-bit-gddr6-video-card
8775,https://citycenter.jo/gaming/gaming-peripherals/mouse/wire?page=4
8776,https://citycenter.jo/computer-hardware-storage/ssds-solid-state-drive/kingston-a400-240gb-sata-iii-2-5-tlc-ssd
8777,https://citycenter.jo/gaming/gaming-power-supply/seasonic-s12iii-650w-80-bronze-smart-silent-fan
8778,https://citycenter.jo/gaming/gaming-cpu-and-processor/processors-desktops/intel-new-14gen-core-i5-14600kf-14-cores-up-to-5-3-ghz-l2-l3-44mb-cache-unlocked-w-o-integrated-graphics-tray
8779,https://citycenter.jo/gaming/gaming-cases/cases-mid-tower-case/cooler-master-mastercase-h500p-mesh-argb-airflow-gun-metal
8780,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/desktops-all-one/lenovo-thinkcentre-neo-50a-gen-5-2025-24-all-in-one-pc-intel-core-5-210h-8-cores-w-high-performance-processor-touch-screen-luna-grey
8781,https://citycenter.jo/computer-hardware-peripherals/peripherals-cable/cable-usb-cable/ugreen-usb-a-to-type-c-charger-cable-qc3-0-3a-fast-charging-cable-1m-white
8782,https://citycenter.jo/computer-hardware-peripherals/peripherals-combo
8783,https://citycenter.jo/computer-hardware/components-video-card/video-card-video-editing/blackmagic-design-video-assist-hdmi-6g-sdi-recorder
8784,https://citycenter.jo/electronics/electronics-security-and-surveillance/tp-link-tapo-c120-2k-qhd-security-camera-indoor-outdoor-color-night-vision-free-person-pet-vehicle-detection-invisible-ir-mode-sd-storage
8785,https://citycenter.jo/gaming/gaming-cases
8786,https://citycenter.jo/computer-hardware/components-memory-ram/corsair-vengeance-rgb-32gb-2-x-16gb-288-pin-pc-ram-ddr5-6000-pc5-48000-desktop-memory-black
8787,https://citycenter.jo/computer-hardware-storage/internal-external-hdds/wd-14tb-purple-pro-surveillance-hard-drive-3-5-sata-7200-rpm-512mb-cache
8788,https://citycenter.jo/gaming/gaming-diy-water-cooling/reservoirs/pump-combo-units
8789,https://citycenter.jo/gaming/gaming-cases/cases-mid-tower-case/asus-tuf-gt501-tempered-glass-rgb-pc-gaming-case
8790,https://citycenter.jo/gaming/gaming-peripherals/mouse-pad/razer-firefly-v2-micro-textured-gaming-mouse-mat-with-rgb-lighting-powered-by-chroma-non-slip-rubber-base
8791,https://citycenter.jo/gaming/gaming-gaming-pcs/custom-gaming-pcs/cc-power-5070-116-gaming-pc-new-9gen-amd-ryzen-9-7950x-16-cores-w-nvidia-rtx-5070-12gb-ddr7-w-ddr5-memory-liquid-cooler-white-edition
8792,https://citycenter.jo/gaming/gaming-motherboard/amd-motherboards/asus-tuf-gaming-x670e-plus-wifi-6e-ddr5-am5-ryzen-7000-pcie-5-0-4x-m-2-slots-2-5-gb-lan-usb-4-aura-rgb-lighting
8793,https://citycenter.jo/computer-hardware-audio/skullcandy-dime-evo-wireless-earbuds-bluetooth-headphones-noise-isolating-fit-up-to-36-hours-battery-microphone-for-iphone-android-easy-carry-with-clip-anywhere-case-bone
8794,https://citycenter.jo/pc-and-laptops/computer-hardware-server-and-workstation/hp-z1-g9-workstation-2023-13gen-intel-core-i7-16-cores-for-designing-editing-even-gaming-w-upgradable-graphic-card-black
8795,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/ek-fc1080-gtx-ti-strix-backplate-nickel
8796,https://citycenter.jo/computer-hardware-peripherals/peripherals-keyboard/razer-blackwidow-v4-mechanical-6-dedicated-macro-keys-magnetic-wrist-rest-doubleshot-abs-keycaps-green-switches-black
8797,https://citycenter.jo/computer-hardware-storage/blu-ray-dvd-drives/asus-zendrive-u7m-ultraslim-external-dvd-drive-writer-usb-2-0-for-windows-mac-os
8798,https://citycenter.jo/gaming/gaming-cooling/cooling-hydro-cooler-all-one/raidmax-lm360-argb-lcd-aio-water-cooling-system-360mm-argb-2-73-ips-animation-lcd-display-compatible-with-intel-amd-cpu-socket-black
8799,https://citycenter.jo/gaming/steelseries-rival-3-wireless-gen-2-gaming-mouse-2-4ghz-and-bluetooth-18000-dpi-truemove-air-optical-sensor-60-million-click-durability-light-weight-100-ptfe-feet-black
8800,https://citycenter.jo/gaming/gaming-peripherals/anker-nano-power-bank-10-000mah-portable-charger-with-built-in-usb-c-cable-30w-max-output-for-iphone-16-15-series-macbook-airpods-and-more-ice-lake-blue
8801,https://citycenter.jo/gaming/gaming-storage-drive/hard-drives/desktop-internal-hdds/western-digital-2tb-wd-red-plus-nas-internal-hard-drive-hdd-5400-rpm-64mb-cache
8802,https://citycenter.jo/gaming/gaming-peripherals/power-protection-upss/voltage-regulator/apc-line-r-1000va-500w-automatic-voltage-regulator-3-universal-outlets-230v-black
8803,https://citycenter.jo/pc-and-laptops/laptop-accessories-laptop-and-desktop/hp-everyday-16-inch-laptop-backpack-water-resistant-600d-polyester-odyssey-gray
8804,https://citycenter.jo/computer-hardware/components-memory-ram/memory-ram-notebook-dram/kingston-fury-impact-16gb-5600mt-s-ddr5-cl40-laptop-memory-single-module-lower-power-comsumption-intel-xmp-3-0
8805,https://citycenter.jo/computer-hardware/components-motherboard/gigabyte-x670-aorus-elite-ax-wifi-6e-am5-for-ryzen-7000-ddr5-4x-m-2-pcie-5-0-usb-3-2-gen2x2-type-c-mainboard
8806,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/dell-optiplex-plus-7020-2024-14gen-intel-core-i7-vpro-20-cores-tower-w-ddr5-memory-1-year-warranty-black
8807,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/lenovo-legion-5-15irx10-2025-new-ai-powered-gaming-pc-14gen-intel-core-i9-14900hx-24-cores-w-nvidia-rtx-5070-8gb-ddr7-2-5k-oled-165hz-display-eclipse-black
8808,https://citycenter.jo/gaming/gaming-peripherals/cable/display-port-cable?page=1
8809,https://citycenter.jo/computer-hardware-monitor-and-display/samsung-odyssey-g6-bg650-smart-32-2k-curved-1000r-240hz-1ms-hdr-600-amd-freesync-hdmi-2-1-w-adjustable-stand-speakers
8810,https://citycenter.jo/computer-hardware-audio/music-phone-headset
8811,https://citycenter.jo/gaming/gaming-monitor/asus-mg279q-black-27-wqhd-144hz-free-sync-free-call-of-duty-code
8812,https://citycenter.jo/gaming/gaming-cases/cases-mid-tower-case/asus-prime-ap201-microatx-tool-free-side-panels-a-quasi-filter-mesh-support-360mm-coolers-graphics-cards-338mm-long-white
8813,https://citycenter.jo/computer-hardware-peripherals/peripherals-mouse/mouse-wireless?page=6
8814,https://citycenter.jo/gaming/gaming-gaming-laptops/asus-tuf-gaming-f15-2023-fx507vu-13gen-intel-core-i7-10-cores-w-nvidia-rtx-4050-6gb-144-hz-display-grey
8815,https://citycenter.jo/computer-hardware-peripherals/peripherals-combo/thermaltake-tt-esports-commander-combo-multi-light
8816,https://citycenter.jo/computer-hardware-storage/kingston-xs2000-2tb-high-performance-pocket-sized-external-ssd-usb-c
8817,https://citycenter.jo/pc-and-laptops/pc-and-laptops-desktops/lenovo-ideacentre-3-all-in-one-12gen-intel-core-i5-12-cores-w-24-touch-screen-w-nvidia-graphic-card-black
8818,https://citycenter.jo/gaming/gaming-storage-drive/ssds/internal-ssds/wd-blue-sn570-nvme-m-2-2280-250gb-pci-express-3-0-x4-3d-nand-up-to-3-300-mb-s
8819,https://citycenter.jo/gaming/gaming-memory-ram?page=4
8820,https://citycenter.jo/gaming/gaming-peripherals/keyboard/logitech-mx-keys-mini-illuminated-wireless-bluetooth-rechargeable-backlit-usb-c-for-mac-us-english-layout-black
8821,https://citycenter.jo/gaming/gaming-cpu-and-processor/processors-desktops/amd-ryzen-7-3800x-8-core-3-9-ghz-4-5-ghz-max-boost
8822,https://citycenter.jo/pc-and-laptops/pc-and-laptops-mini-pc/apple-mac-mini-late-2020-apple-m1-8-core-cpu-8-core-gpu-256gb
8823,https://citycenter.jo/gaming/gaming-peripherals/cable/usb-cable/mcdodo-ca8460-greased-lightning-series-pd-type-c-to-lightning-cable-1-2m-black
8824,https://citycenter.jo/computer-hardware/components-fan-and-heatsink/nzxt-touch-controller
8825,https://citycenter.jo/gaming/gaming-motherboard/gigabyte-b760m-ds3h-ax-wifi-6e-ddr5-intel-b760-2x-m-2-pcie-4-0-usb-3-2-gen-2-type-c-2-5gbe-lan-q-flash-plus-pcie-ez-latch
8826,https://citycenter.jo/gaming/gaming-peripherals/mouse/thermaltake-tt-esports-talon-multi-gaming-mouse
8827,https://citycenter.jo/gaming/gaming-gaming-pcs/cc-power-3050-101-gaming-pc-5gen-amd-ryzen-5-6-cores-w-nvidia-rtx-3080-6gb-ddr6-advance-air-cooler
8828,https://citycenter.jo/pc-and-laptops/pc-and-laptops-laptops/touch-screen-laptops/lenovo-new-thinkpad-x1-2-in-1-gen-10-aura-edition-2025-intel-ultra-7-gen-ii-258v-8-core-copilot-pc-premium-experience-support-long-battery-life-w-touch-screen-3-years-warranty
8829,https://citycenter.jo/computer-hardware/components-motherboard/asus-rog-strix-x870-f-gaming-wifi-7-amd-x870-am5-atx-4x-m-2-slots-ddr5-usb-3-2-gen-2x2-type-c-usb4-header-2-5gb-ethernet
8830,https://citycenter.jo/gaming/gaming-diy-water-cooling/water-blocks/cpu-blocks/ek-supremacy-evo-threadripper-edition-full-nickel
8831,https://citycenter.jo/gaming/gaming-peripherals/asus-rog-keris-ii-ace-ultralight-54g-ergonomic-gaming-mouse-42-000-dpi-rog-aimpoint-pro-sensor-rog-speednova-wireless-micro-switches-4-000-8-000-hz-polling-rate-booster-white
8832,https://citycenter.jo/computer-hardware-peripherals/peripherals-mouse-pad/razer-goliathus-control-edition-pad-mouse-large
