urls,categories
https://compujordan.com/asus-rog-strix-lc-240-rgb-we-aio-cooler-argb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-rog-strix-lc-240-aio-cooler-12cm-fan,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/xfx-power-supply-600w-80-plus-bronze-certified,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asrock-mbd-x570-steel-legend-am4-socket-atx-motherboard,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asrock-mbd-x570-pro4-amd-am4-socket-atx-motherboard,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/mercury-power-supply-m1000-gsm-1000w-80-plus-gold-certified,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asrock-z490-steel-legend-intel-lga-1200-socket-atx-motherboard,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/intel-core-i5-10600k-comet-lake-6-cores-up-to-4-8-ghz-12mb,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/asus-tuf-gaming-z490-plus-wifi-6-dual-m-2-aura-sync,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/intel-core-i7-9700k-coffee-lake-8-core-12mb-cashe,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/cooler-master-masterliquid-ml360r-rgb-all-in-one-cooler,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/hyperx-fury-rgb-ssd-shfr200-960g,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/hyperx-fury-rgb-ssd-shfr200-480g,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
https://compujordan.com/hyperx-fury-rgb-ssd-shfr200-240g,"{'Gaming Components', 'Computer Hardware', 'Storage', 'Gaming', 'Components'}"
