urls,categories
https://compujordan.com/havit-cf925-rgb-tempered-glass-gaming-chassis,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/havit-cf923-tempered-glass-gaming-chassis,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/intel-core-ultra-7-265k-20-core-processor-box-lga1851-up-to-5-5ghz,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/gigabyte-z890-gaming-x-wi-fi-7-bluetooth-ddr5-atx-motherboard-lga1851-intel-core-ultra-series-2,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/intel-core-i7-14700kf-14th-gen-unlocked-cpu-processor-20-cores-8p-12e-28-threads-up-to-5-6ghz-lga1700-tray,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/intel-core-ultra-9-285k-series-2-24-core-24-thread-processor-up-to-5-70ghz-lga1851-tray,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/msi-geforce-rtx-5070-ti-16g-shadow-3x-oc-16gb-gddr7-graphics-card,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/aerocool-mirage-gold-850w-argb-fully-modular-80-plus-gold-power-supply-with-infinity-mirror-design,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/deepcool-cg530-4f-panoramic-atx-mid-tower-case-white-tempered-glass-4x-argb-fans,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/deepcool-cg530-4f-panoramic-atx-mid-tower-case-black-tempered-glass-4x-argb-fans,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/aerocool-p500c-white-argb-atx-mid-tower-gaming-case-panoramic-view-dual-chamber-tempered-glass-4x-argb-mirage-fans,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/aerocool-lux-750w-80-plus-bronze-power-supply-with-silent-12cm-fan-88-efficiency,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
https://compujordan.com/gigabyte-b760-ds3h-ax-wifi-6e-intel-13th-12th-gen-atx-gaming-motherboard-lga-1700-ddr4-pcie-4-0-dual-m-2,"{'Components', 'Gaming Components', 'Gaming', 'Computer Hardware'}"
